date,index,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,generatedCoins,activeAddresses,medianFee,averageDifficulty,paymentCount,blockCount,blockSize
2015-06-16,392,497,4095180,0.505134,47599,25.8661630313,14305.8956507,14464,0.027793555227,712506115798,5981,1452,1709510
2015-06-17,393,698,4123450,0.507717,35110,56.1862301799,14270.7461781,41138,0.048832230669,756160400522,6883,1451,4637459
2015-06-18,394,619,4092280,0.502986,18521,47.6284232047,13593.7431974,34890,0.040052909154,767279843013,6715,1384,3802185
2015-06-19,395,569,4107130,0.503972,36206,27.5954240916,14600.8901231,14644,0.027249889832,685681878075,6168,1488,1769945
2015-06-20,396,464,4197910,0.514188,46906,27.2659157361,14095.2818128,18702,0.0322640417385,772347708286,6318,1439,2425771
2015-06-21,397,553,4396240,0.537554,20026,27.176145202,13875.5886224,14508,0.029093204223,788004281305,6714,1418,1899823
2015-06-22,398,569,4310580,0.526186,24145,31.6935790184,13944.3332261,16614,0.03,758770757351,6639,1427,2063975
2015-06-23,399,529,4436020,0.540583,34151,33.8905954012,13558.3434002,20061,0.040601574461,745633480958,6694,1390,2297810
2015-06-24,400,510,4331280,0.526948,30722,26.3421715005,13836.4279538,15115,0.036014395108,692291892323,6830,1420,1840500
2015-06-25,401,561,4194070,0.509393,20286,30.5492675395,14168.4444985,17829,0.03,679281383.07,7107,1456,2111171
2015-06-26,402,575,4153430,0.503591,27929,26.1468847032,13916.9566048,16225,0.027330494525,713341842883,7144,1432,1947661
2015-06-27,403,395,3992970,0.483322,25068,24.9828104241,14334.219487,15665,0.04,788316434127,5836,1477,1902059
2015-06-28,404,618,4054450,0.489918,35450,29.1136593109,13366.0140796,16344,0.02454,792253249095,7009,1379,2122447
2015-06-29,405,550,3893490,0.469706,38116,35.5934080313,14158.7151682,19724,0.04,775297961623,6798,1463,2735130
2015-06-30,406,510,4097860,0.493517,20586,24.1542753842,13455.8497559,15577,0.02902499152,786508448902,6491,1392,1830178
2015-07-01,407,491,4152950,0.499344,16986,27.0291777293,13733.2606184,16061,0.03,748911244512,6658,1423,2111342
2015-07-02,408,549,4156770,0.498977,23017,34.2185977526,13684.7693141,19846,0.035778742018,695853240146,6796,1420,2688575
2015-07-03,409,536,4111000,0.492674,19161,29.4445062704,13793.0239255,18494,0.03,734456398.95,6771,1433,2224558
2015-07-04,410,447,4114420,0.492272,9823,22.3801718988,13813.7353966,14899,0.03,709893058145,6118,1437,1849510
2015-07-05,411,491,4244470,0.506999,21263,21.651438708,13621.876079,15253,0.025892750784,747512396111,6228,1419,1765782
2015-07-06,412,529,4378680,0.522178,33776,32.2731849611,13755.6481317,17735,0.03291966,756058488043,6293,1435,2352161
2015-07-07,413,458,4260280,0.507229,15739,21.7396478901,13481.858605,13167,0.028443122932,735285211629,5844,1408,1590287
2015-07-08,414,569,4302200,0.51141,19413,38.9796336216,13760.8858581,27570,0.03540106633,688281617308,7007,1440,3390927
2015-07-09,415,419,4333650,0.514289,32530,24.3291355625,13682.0779853,14224,0.04,740218235808,6072,1433,1861050
2015-07-10,416,603,4099850,0.4863,31812,29.9455106895,13500.6380661,16879,0.028407607163,733761805408,6666,1416,2051923
2015-07-11,417,589,4388740,0.520567,18728,40.443073318,14083.3956367,18101,0.033692585201,751347480491,6700,1480,2915140
2015-07-12,418,494,4545280,0.539135,66012,29.8887619933,13539.2680075,16248,0.0388252238775,790061393909,6047,1424,2232598
2015-07-13,419,573,5323920,0.631493,17500,31.8863783869,13510.8386478,18622,0.03,806817369498,6091,1423,2323543
2015-07-14,420,481,4819400,0.571649,13521,23.1787863602,13539.9433343,14456,0.02695082,761733700.13,6060,1428,1805529
2015-07-15,421,478,4789930,0.562987,20021,24.9985539137,13615.76173,16207,0.03,792722998214,5757,1438,1971717
2015-07-16,422,489,4613990,0.541435,13229,24.1205214547,13561.1361135,12898,0.028742582823,769094866533,5405,1434,1784294
2015-07-17,423,358,4577990,0.536343,10526,17.9392344576,12855.0474073,10580,0.03,810950678195,4569,1361,1411564
2015-07-18,424,594,4575510,0.535249,15685,27.0117980559,13232.1269768,15096,0.023624738534,709570985024,6144,1403,1990418
2015-07-19,425,445,4521330,0.528092,15024,27.3368115244,13541.6523971,17367,0.04173725681,747542923443,5669,1438,2245381
2015-07-20,426,606,4621200,0.538906,22420,42.8855018968,13555.0304078,18496,0.04,694340896404,6677,1441,2218144
2015-07-21,427,520,4715320,0.549014,44363,41.5508011407,13316.8881676,18355,0.05029977001,723988270671,6105,1418,2522997
2015-07-22,428,610,5048500,0.586897,28612,40.1665091528,13911.1180734,17246,0.04,753338601555,6456,1483,2266700
2015-07-23,429,501,4939510,0.573298,36815,24.6323387897,13639.478552,14126,0.029208268881,790821189117,5928,1456,1867165
2015-07-24,430,428,4888280,0.566469,17108,24.6760767649,13647.8994846,12737,0.030768490671,886663967884,5382,1459,1705075
2015-07-25,431,480,4977960,0.575943,28011,28.1040745653,12916.1014756,17883,0.032491733103,910039920264,5388,1383,2234818
2015-07-26,432,603,4928700,0.569399,19209,52.8671217857,13488.672576,37344,0.06,838615858.71,5609,1446,4434472
2015-07-27,433,544,5034590,0.580721,18318,33.1599454741,13499.2613263,14923,0.033349438841,840899832325,5766,1449,1869673
2015-07-28,434,614,5175100,0.596008,31583,44.9890062239,13050.4301256,20216,0.044485639437,825957279479,6203,1403,2960902
2015-07-29,435,543,5357820,0.61613,23624,43.3541727926,13526.3676267,14599,0.06,896629311141,5748,1456,2001457
2015-07-30,436,554,5137850,0.58992,18356,42.2276806459,12757.5766163,16407,0.0524065449985,834165429.35,5705,1375,2165447
2015-07-31,437,508,5084350,0.58295,17852,40.3893316299,13304.6520612,15121,0.065524748029,777411368446,5735,1436,2348458
2015-08-01,438,467,5018000,0.574428,47982,35.5212593205,13491.9212312,14239,0.05913875,815100957643,5426,1458,1818635
2015-08-02,439,680,5149630,0.588595,58236,64.8522789158,13091.2282833,17468,0.1,837801361884,6049,1417,2717449
2015-08-03,440,580,5484180,0.62588,41078,38.1336484104,13258.7364694,20309,0.047628056855,895639002223,5898,1437,2823830
2015-08-04,441,470,5221610,0.595026,23130,35.3585583303,12981.3086667,14036,0.05,873019969049,5356,1409,1969166
2015-08-05,442,616,5426410,0.61745,31532,46.1984766004,12789.8878405,16978,0.05,821774130863,5976,1390,2456766
2015-08-06,443,800,5416470,0.615411,179684,75.9593001907,13032.1418906,28704,0.1,729155997426,7157,1419,4316137
2015-08-07,444,711,6425560,0.728998,128615,55.7585074026,13166.9192854,21519,0.057497754553,730018125112,6845,1435,3030894
2015-08-08,445,551,6557890,0.742898,58680,44.022154591,13140.4240378,16723,0.07,740809938086,6013,1434,2716060
2015-08-09,446,585,5976810,0.676069,101826,52.8590499911,13161.0501101,20882,0.07,800570214805,5887,1439,3268672
2015-08-10,447,429,6080090,0.686737,33307,27.4341245255,12962.5239577,14336,0.040590488859,800077826453,5277,1418,1946739
2015-08-11,448,601,5823060,0.656747,69221,54.258842473,13137.6888025,24237,0.083903089453,809574576.84,5935,1440,3152715
2015-08-12,449,466,5361380,0.603783,51925,39.3817756254,13271.5047316,15397,0.06,794563822361,5231,1456,2215236
2015-08-13,450,537,5474580,0.615626,51260,44.491583642,13227.3413906,13978,0.05,836432107081,5545,1453,1754270
2015-08-14,451,362,5130060,0.575992,49540,20.5842775867,12719.473096,11322,0.034969168965,841198801587,4952,1399,1439429
2015-08-15,452,487,5453670,0.611454,49051,36.878999035,12753.1051451,14510,0.040111273847,808310652878,5329,1405,2085061
2015-08-16,453,706,5478570,0.613368,64263,53.1216892862,12778.0322216,22390,0.055266445932,767996011955,5697,1410,3105546
2015-08-17,454,641,5544840,0.619902,45312,31.6069350633,13055.5140141,16713,0.027797622969,849874530714,5984,1442,2190384
2015-08-18,455,540,5466910,0.610303,32718,26.7348033248,13229.2345752,14850,0.03,847531487194,5862,1463,1926644
2015-08-19,456,448,4378560,0.488089,35406,19.9170927191,12551.8891934,10600,0.024161538642,839211675859,5029,1390,1379145
2015-08-20,457,473,4861220,0.541129,69637,25.4764702028,12435.5623286,12396,0.03,764360070405,5239,1379,1672127
2015-08-21,458,580,5385120,0.59862,40345,32.5266281908,13667.4512698,17420,0.03,799712334594,5671,1518,2528133
2015-08-22,459,377,5115700,0.567801,22258,24.7709714351,12711.4335298,14023,0.038867025403,864793252968,4623,1414,2146625
2015-08-23,460,409,4988090,0.552861,31062,20.4833497818,12493.0270353,11151,0.028237372838,825395295301,4684,1391,1494648
2015-08-24,461,553,4901250,0.542486,77454,29.6413268296,12959.5787963,17589,0.029629643719,806003237456,5821,1445,2195994
2015-08-25,462,514,3918090,0.433043,32249,28.3291251679,12439.1216551,15009,0.02747083181,784959087679,5835,1389,2004534
2015-08-26,463,439,4440300,0.490084,18296,29.5123516652,13129.2391627,14030,0.034090671592,797673059834,5320,1468,2260799
2015-08-27,464,480,4500310,0.495994,22233,23.6442439488,12611.3355839,13386,0.0278184768355,853058973066,5427,1412,1821888
2015-08-28,465,419,4227600,0.465286,24895,28.1447557994,12718.5722497,14812,0.048273115488,784873947121,5238,1426,2144747
2015-08-29,466,418,4337790,0.476754,30004,19.498315474,12783.2474092,11946,0.0282588240565,838510614594,4982,1435,1577218
2015-08-30,467,582,4341760,0.476522,19851,22.5832161879,12668.3553068,12549,0.02,817152789052,5304,1424,1659101
2015-08-31,468,617,4250620,0.465863,20464,32.72141642,12672.4701765,18495,0.027437643773,862850061.18,6044,1427,2535178
2015-09-01,469,684,4269290,0.467261,13804,37.4387040967,12226.2585494,12948,0.05,814258017689,5653,1378,1691659
2015-09-02,470,644,4185830,0.457513,17633,35.0518267712,12997.9280487,12023,0.05,803478656558,5166,1467,1623344
2015-09-03,471,645,4293320,0.468598,26802,53.0804172091,12708.1624467,38622,0.04118148,827207225587,5429,1437,4452319
2015-09-04,472,447,4216670,0.459605,19213,25.0392004082,12342.9375283,12848,0.03,790806470182,5244,1397,1943802
2015-09-05,473,507,4326210,0.470903,25003,22.7421743721,12511.4076547,13125,0.025358406011,770545056743,5843,1418,1703900
2015-09-06,474,427,4430410,0.481595,20838,24.862636802,12218.2225353,14833,0.038091730466,734369760494,4961,1387,2184027
2015-09-07,475,513,4653130,0.505125,14904,22.5665813548,12936.4242091,13368,0.023850991857,730146750567,5701,1470,1710906
2015-09-08,476,441,4600200,0.498696,23332,20.3951696514,13101.8544508,12374,0.03,813732932915,5273,1491,1562856
2015-09-09,477,474,4776830,0.517122,46479,27.7722716818,12099.0867785,15979,0.03628797,863223823637,5246,1379,2334512
2015-09-10,478,499,4682800,0.506263,19215,26.9818881653,12504.1603255,16842,0.03,813562294315,5119,1427,2464268
2015-09-11,479,404,4604850,0.497159,25292,29.8594191662,12459.7023717,14590,0.05,854609435931,5004,1424,2367924
2015-09-12,480,389,4592370,0.495145,21998,20.138396791,12376.6564712,11510,0.031210761573,803048189091,4770,1416,1529121
2015-09-13,481,565,4317610,0.464892,18133,25.0543392706,12218.8267476,14378,0.024944906162,798076449128,5591,1400,1905748
2015-09-14,482,641,4264430,0.458575,61609,29.3151067718,12383.1515137,18754,0.025370887549,742214994627,6027,1421,2359049
2015-09-15,483,553,4502900,0.483566,40322,32.7884814627,12550.0223984,18373,0.03,778789527895,5906,1442,2652589
2015-09-16,484,481,4682750,0.502213,42561,37.5480786223,12223.4339393,16857,0.04,782221619338,4970,1407,3338151
2015-09-17,485,559,4762110,0.510042,63098,27.3754900244,12298.96123,14643,0.02827993,761632813814,5630,1417,1989285
2015-09-18,486,519,4626560,0.49487,12727,29.8155911194,12201.479181,17020,0.05,741911651847,5527,1408,2515998
2015-09-19,487,479,4666030,0.498444,13090,25.2854478567,12397.3928088,13941,0.03,743098926441,5263,1432,2180970
2015-09-20,488,358,4672440,0.498473,23345,21.5737464352,12665.425323,11973,0.0398106365505,775129513965,4304,1465,1767010
2015-09-21,489,525,4581520,0.488108,10323,24.335388597,12259.1752684,13544,0.023543713875,806348960883,4787,1420,1909299
2015-09-22,490,465,4520690,0.481006,20004,22.4785720611,12097.4082156,12876,0.026636263788,814926105781,4998,1403,1655982
2015-09-23,491,515,4397630,0.467306,26708,25.1294242363,12422.2369934,16036,0.025702818727,768911535.51,5365,1443,2108207
2015-09-24,492,468,4377470,0.464555,16085,26.0264335636,11898.2162844,14119,0.03,753398503391,5486,1384,1906629
2015-09-25,493,547,4436980,0.470271,72674,28.389317135,12371.0583372,16798,0.03,707230819771,6163,1441,2214624
2015-09-26,494,543,4285200,0.453607,39062,30.5828057638,12355.9145907,13948,0.02922661,773230614466,5505,1441,2448947
2015-09-27,495,527,4209850,0.44504,15986,24.1769373029,12261.4085807,13521,0.025350099746,781152262638,5515,1432,1799301
2015-09-28,496,455,4176170,0.440906,22851,27.568342962,12055.464573,17245,0.04,752431950532,5333,1410,2489036
2015-09-29,497,490,4259180,0.449097,18912,25.0412229552,12306.2745861,14621,0.03,786282753768,5683,1441,1875246
2015-09-30,498,557,4154530,0.437495,91652,31.0677638084,12273.1251422,16445,0.03,811212038.86,5799,1439,2180970
2015-10-01,499,391,3813330,0.401044,27172,23.057262005,11865.8263571,11524,0.04,735893741.87,5103,1393,1708598
2015-10-02,500,614,3858300,0.405273,24588,28.8099890497,11915.0932092,18496,0.0257111456315,729132958505,6064,1401,2296669
2015-10-03,501,439,3902290,0.409377,15752,19.8444377415,12267.1921456,12284,0.02574404851,721999860.15,5266,1444,1594002
2015-10-04,502,503,3910740,0.40975,7905,29.9521283702,11491.0693033,15253,0.03,740306139027,5447,1355,2272104
2015-10-05,503,437,3824600,0.400232,17443,23.8544844801,12207.9651811,13248,0.030340451158,646670371774,5420,1441,1747282
2015-10-06,504,464,3971950,0.415127,13031,23.1527720131,11904.4205643,14320,0.03,637914303.05,5484,1407,1797568
2015-10-07,505,548,3935680,0.410812,19953,34.3561944195,12476.1827678,17501,0.0423308340765,707722107723,5928,1478,2780717
2015-10-08,506,567,3773330,0.39337,28191,31.6320954937,12299.1735058,17173,0.03,757100968663,6072,1458,2391082
2015-10-09,507,434,3741360,0.389521,20221,36.7903585055,11908.5881739,25938,0.06,752340468178,5095,1414,3221750
2015-10-10,508,385,3794300,0.394552,12722,19.3561198858,12007.8793373,11039,0.0294878047525,726220859509,4928,1427,1524446
2015-10-11,509,635,3733480,0.387736,33411,47.3852675621,11442.7248929,36423,0.05652351165,702006478499,5131,1364,5388725
2015-10-12,510,450,3666600,0.38035,17245,25.2349064495,12191.6664977,14424,0.0328062408145,686251012187,5182,1453,2042506
2015-10-13,511,444,3827290,0.39651,20881,21.2427011818,12042.3651717,12634,0.03,671489114139,5205,1437,1615515
2015-10-14,512,497,3755190,0.388551,20717,37.8223650015,11847.1306979,15242,0.05,725044331173,5527,1416,2784635
2015-10-15,513,464,3710570,0.383465,26749,28.868180881,11692.610566,15114,0.037352152087,709560716814,5105,1399,1934273
2015-10-16,514,424,3812460,0.393517,35622,21.7322986401,12044.1381851,12916,0.03,676889363131,5176,1443,1729855
2015-10-17,515,473,3999330,0.4123,25424,22.5880564002,11769.5552192,13092,0.027497987703,658777806578,5406,1412,1735544
2015-10-18,516,492,4138260,0.426104,10726,24.4044211594,12019.3495079,13453,0.03,697243833497,5232,1444,1772628
2015-10-19,517,551,3985030,0.409815,30649,29.8459786043,11577.8763994,15541,0.03,669668679383,5966,1393,2170979
2015-10-20,518,484,3865110,0.397011,36344,25.8117203375,11654.5398817,14425,0.03,668187758.41,5641,1404,1926127
2015-10-21,519,520,3907320,0.400869,21249,29.6343625974,12276.9957612,16037,0.034281803412,705473135757,5694,1481,2212018
2015-10-22,520,545,3852920,0.394789,14927,39.2173042857,11278.5257817,20702,0.037684298434,677130454648,5575,1363,3067412
2015-10-23,521,533,3942040,0.403452,23478,34.0349182746,12314.5968241,15506,0.039312460785,699527509249,5736,1490,2512500
2015-10-24,522,434,3834210,0.391922,21783,22.9154905689,11788.2359928,13268,0.03,786263481424,4837,1428,1739160
2015-10-25,523,424,3875360,0.39566,28219,31.7895803527,11927.7469113,15670,0.06,792322005446,4455,1448,2610608
2015-10-26,524,724,3999670,0.407862,20914,35.1505045989,11448.2434271,20719,0.026701136613,763974910477,6098,1391,2605498
2015-10-27,525,441,3838270,0.390942,23061,34.9002447918,11969.1529988,17804,0.05,752955063791,4898,1456,2776480
2015-10-28,526,563,4037860,0.41077,41102,27.4670639394,11372.2939851,15751,0.028085167389,775574972596,5430,1385,1942183
2015-10-29,527,413,4403050,0.447411,45553,27.9714144701,11634.6188816,15305,0.05,727388613.82,4952,1419,2163468
2015-10-30,528,501,4410090,0.447587,66360,25.1225725869,11415.5241847,12633,0.026951474875,698418844241,5302,1394,1670135
2015-10-31,529,420,4463440,0.452474,19924,38.6595439595,11662.1883538,27062,0.0585309870075,727791814479,4770,1427,3379623
2015-11-01,530,584,3974440,0.402422,27614,24.0071762211,11596.8146413,14810,0.024065827994,687917241129,5621,1420,1780452
2015-11-02,531,455,4184520,0.4232,45683,24.7346071641,11294.6686544,15063,0.038820542091,667820770432,4953,1385,1938341
2015-11-03,532,613,4385640,0.443038,71241,32.1237968355,11810.9425503,16933,0.02904647065,668808423125,5931,1450,2261691
2015-11-04,533,545,4428490,0.446854,81510,48.8069442065,11123.2424731,24977,0.08,691228454121,5688,1368,3774894
2015-11-05,534,608,4981470,0.502058,18894,35.1529861779,12041.7151184,21221,0.0297504560055,658182492232,5804,1483,3226228
2015-11-06,535,361,4312520,0.434111,17578,21.9162878444,11430.1597515,11977,0.04,731069175449,4578,1409,1677330
2015-11-07,536,399,4375090,0.439904,15748,18.3939988271,11455.2828959,10141,0.028285392797,723942914857,4795,1414,1312581
2015-11-08,537,450,4501570,0.452099,50506,21.7298883506,11180.2554147,13022,0.03,693421731067,4881,1382,1540055
2015-11-09,538,498,4974750,0.49906,33642,27.0854102332,11334.4268915,15003,0.03,675390941217,5173,1403,1941315
2015-11-10,539,551,4704550,0.471436,30024,37.1244357608,11682.5839269,26718,0.04,655720786.93,5492,1448,3287429
2015-11-11,540,481,4571590,0.457574,39549,24.9946236715,11207.5798372,12277,0.03,659048933.62,5056,1391,1741517
2015-11-12,541,416,4506870,0.450587,46397,18.6678102119,11475.4041836,11449,0.026818434332,675817957435,5139,1426,1411192
2015-11-13,542,370,4430220,0.442413,25508,23.0037402893,11251.3848726,10840,0.05,708204599799,4443,1400,1543515
2015-11-14,543,499,4508820,0.449764,22033,20.0546128962,11524.2564227,10803,0.019800008914,710014224599,5048,1436,1356948
2015-11-15,544,390,4266860,0.425155,23747,21.9834980312,11203.9400612,10640,0.031957203333,745519625252,4399,1398,1717707
2015-11-16,545,538,4327140,0.430657,15841,26.3864815827,11277.1169483,12945,0.025201951357,664227462604,5327,1409,1729841
2015-11-17,546,458,4386510,0.436079,11601,26.5719933782,12041.9290037,17040,0.03,740422506.64,4823,1507,2130621
2015-11-18,547,460,4354230,0.43235,19508,24.0899636976,10942.962988,13703,0.03,849665529055,4888,1371,1838873
2015-11-19,548,496,4191680,0.415762,23986,25.8564067162,11134.881595,13505,0.029568341126,729804748621,5216,1397,1827527
2015-11-20,549,421,4074550,0.403695,9764,22.5518331942,11256.151999,13130,0.03,728857152354,4665,1414,1799307
2015-11-21,550,405,3945290,0.390449,29577,18.9155166693,11304.7889085,11120,0.02558472,743445045507,4565,1422,1614535
2015-11-22,551,415,3956810,0.391161,8345,22.0389196334,11042.509784,11611,0.03,723508131422,4614,1391,1693929
2015-11-23,552,393,4012210,0.396207,7900,20.4537016922,11441.0229108,12233,0.03,747173354248,4598,1443,1708448
2015-11-24,553,467,3963690,0.390972,13449,22.1067630033,11677.8447628,13069,0.024999009778,756470908666,4991,1475,1818864
2015-11-25,554,391,3974460,0.391612,18839,18.7070922933,10942.893647,10227,0.02916085,766620962857,4581,1384,1347229
2015-11-26,555,432,3933670,0.387136,29751,23.8416697799,10918.4754465,13298,0.03,730331256769,4805,1383,1826273
2015-11-27,556,471,4079510,0.401079,30668,26.5884493769,11173.3309704,12773,0.03,697456452258,5003,1417,1935235
2015-11-28,557,424,3930100,0.385953,14046,22.1341542618,11488.3644897,11943,0.0273039450865,706462950867,4630,1459,1665873
2015-11-29,558,452,4001630,0.392537,14276,27.0648243819,11274.9498291,14150,0.03,741712150179,4710,1434,2017764
2015-11-30,559,604,4095740,0.401331,30652,40.0066434519,10944.6897297,22450,0.03,761581652794,5707,1394,2698986
2015-12-01,560,492,4016600,0.393141,20746,28.6907307406,10924.8588304,13859,0.0314052037545,728394604617,5121,1393,1935848
2015-12-02,561,445,3846870,0.376133,15544,25.0691122587,11231.5772053,13241,0.03,668039248372,4985,1434,2005462
2015-12-03,562,460,3776240,0.368825,19257,26.865942127,10938.9205389,17319,0.0277368956365,692620329.39,4978,1399,2221367
2015-12-04,563,477,3797980,0.370545,22222,26.8724256321,11450.6047048,12451,0.026958569999,662032733.93,4753,1466,2086330
2015-12-05,564,641,3815610,0.371867,61840,31.2054988756,11060.1884365,17394,0.024873938781,721534620435,5774,1418,2201786
2015-12-06,565,385,4533980,0.441376,43779,27.0131437261,11014.2257686,12769,0.043321352745,787925590204,4167,1414,2034285
2015-12-07,566,604,4404700,0.428331,29885,29.8564302583,10983.848566,15000,0.024068927157,745927275647,5542,1412,1936929
2015-12-08,567,339,4335150,0.421141,40491,19.8304063517,11288.5563277,11586,0.0366316,718648659839,4477,1453,1647785
2015-12-09,568,437,4451310,0.43195,35438,24.9154416297,11177.7523185,13781,0.02820330442,772900282905,4721,1441,1923054
2015-12-10,569,441,4649320,0.450669,22548,24.5193723013,10325.908989,13722,0.03,754102592.34,4579,1333,1913984
2015-12-11,570,602,4448200,0.430741,19202,45.6292483746,11080.4206918,22920,0.07,673244381705,5639,1434,3846357
2015-12-12,571,450,4751070,0.459582,17071,30.6468610979,10831.0779312,18893,0.0309862192995,717706264499,4915,1402,2435064
2015-12-13,572,465,4714140,0.455545,28983,30.2559425189,10463.5745853,15638,0.03,696142378506,4775,1356,2322314
2015-12-14,573,585,4910560,0.474014,98330,33.1231763326,10696.7057436,16515,0.03,619173767986,5737,1388,2157149
2015-12-15,574,464,5561680,0.536327,38572,28.8658008744,10795.575042,14646,0.0389585756265,644562861.87,5148,1403,2116572
2015-12-16,575,453,5769580,0.555805,27338,29.0916675478,11343.4530535,15008,0.03021891,658884748203,4835,1476,2204386
2015-12-17,576,435,5394470,0.51908,19565,23.4569026986,10537.8421157,13769,0.029176352552,665252365025,4956,1373,1851756
2015-12-18,577,416,5211360,0.500976,18904,23.5715869,11145.0624984,12028,0.0299999999995,681231315305,4940,1454,1679819
2015-12-19,578,340,5200550,0.499377,23387,21.6279061291,10976.7847997,11734,0.04,705361124499,4456,1434,1696415
2015-12-20,579,628,4930890,0.472986,43384,45.1168906952,10398.3110062,23278,0.0308025516385,690198485783,5787,1361,3451465
2015-12-21,580,517,5272120,0.505214,56810,33.0603409797,11160.7572121,15521,0.03,684565512544,5531,1462,2323796
2015-12-22,581,479,5101530,0.488346,25924,30.4182634355,10481.1722628,15493,0.03,720634278297,5071,1375,2214733
2015-12-23,582,479,5007830,0.478893,36501,28.3598689945,10795.417024,14577,0.033464650826,689899723119,4958,1418,1976510
2015-12-24,583,524,5034380,0.480936,23611,29.0993990027,10810.9091568,14544,0.028920384905,656433339977,5556,1422,1935645
2015-12-25,584,303,5129570,0.489532,9978,19.8054552935,11116.125703,10299,0.05,710533655583,3982,1464,1517706
2015-12-26,585,492,5128550,0.488908,16968,40.3814163117,10725.8613521,21270,0.0485250923555,748839730613,4778,1415,3247817
2015-12-27,586,539,4713750,0.448906,16567,24.4987290011,10517.139323,12508,0.024163699398,759074628723,5075,1389,1735043
2015-12-28,587,283,4752790,0.452179,14727,19.3653778909,10496.9464845,9635,0.05,683679913759,3976,1388,1447553
2015-12-29,588,646,4700130,0.446724,14980,39.3602237329,10622.7166108,25567,0.029959398365,690669394516,5445,1407,3949613
2015-12-30,589,442,4806230,0.456351,34389,29.1629722394,10798.0642519,14294,0.04,708080984132,4645,1432,2167493
2015-12-31,590,450,4654080,0.441443,27510,26.7992010347,10611.6490227,12782,0.0292587307655,748429453214,4878,1409,1971506
2016-01-01,591,489,4967640,0.470707,88914,27.0093698891,10687.1451393,12733,0.02668039,700612991985,4918,1421,1926558
2016-01-02,592,468,5264120,0.498302,64901,29.2072984072,10710.4583763,17173,0.030106601653,725871437815,5200,1426,2129954
2016-01-03,593,441,5634660,0.532842,43237,24.3710125588,10531.6494512,14441,0.03,705820473176,4741,1404,1765182
2016-01-04,594,755,5357790,0.506154,29381,68.0335784361,10464.3876132,47981,0.07,714369707569,6364,1398,5617530
2016-01-05,595,462,5482480,0.517417,30449,27.9262188365,10705.9581198,13432,0.04,729844092717,5083,1431,1900286
2016-01-06,596,479,5295000,0.49922,19057,31.9791175007,10233.0217907,15737,0.04332,699789012.78,5333,1370,2291776
2016-01-07,597,444,5341860,0.503148,47307,25.3221159382,10841.2606843,12404,0.037673224982,686158496839,5303,1453,1711538
2016-01-08,598,417,5209180,0.490154,19424,29.9602454966,10534.0966003,16236,0.05,720421104405,4896,1414,2221475
2016-01-09,599,456,5161200,0.485166,29526,25.3971108565,10654.4439688,12236,0.0299013766665,721238600.3,5102,1432,1880387
2016-01-10,600,553,5215390,0.489759,31087,33.3392777474,10651.2458122,18342,0.031491062777,753819899876,6173,1434,2292664
2016-01-11,601,474,5237660,0.491365,22051,30.4361075287,10010.1157256,14462,0.04,722504169641,5169,1349,2131451
2016-01-12,602,451,5135940,0.481367,51116,26.2049387277,11020.6176188,11974,0.03,770158846593,5084,1487,1676573
2016-01-13,603,401,5188720,0.485822,43051,27.212418268,10075.9188947,13869,0.04,789304293022,4715,1362,1857528
2016-01-14,604,439,5186490,0.485144,34524,28.9249538991,10566.9525405,13945,0.04,756417761717,5024,1430,1920392
2016-01-15,605,387,5197330,0.485673,43534,28.1930997036,10118.9173556,14625,0.06,641529168284,4325,1371,1905996
2016-01-16,606,406,4573430,0.426969,38893,28.1061212221,10561.6913107,13114,0.035266803823,713909269389,4335,1433,1929184
2016-01-17,607,421,5351640,0.499139,61136,32.6018395838,10399.471439,16586,55,755581237454,4418,1413,2443656
2016-01-18,608,989,4797500,0.447013,65860,110.336125794,10391.827118,61884,0.13,699316037168,6370,1416,9302920
2016-01-19,609,587,5427510,0.505234,91400,57.5659335858,10094.85405,27538,0.1,694903241927,5504,1376,4143889
2016-01-20,610,770,5842690,0.543377,120678,64.9206187432,10587.9323376,21845,0.07,681411152905,6358,1445,4405990
2016-01-21,611,452,5722620,0.531672,65915,38.3342611885,10167.2448309,14860,0.0602015,737700656665,4779,1389,2610082
2016-01-22,612,545,5944340,0.551754,66462,34.7460360403,10652.8270912,15011,0.04,744049902773,5647,1457,2276829
2016-01-23,613,466,5787340,0.536673,187212,36.4437641335,10548.7814718,17529,0.057980447849,708712047165,5186,1445,2655192
2016-01-24,614,633,6653740,0.616407,145260,47.1428578888,10541.5244665,23094,0.06,823858612824,6160,1446,3176953
2016-01-25,615,488,6772480,0.626776,74134,33.9351620467,10069.5467085,13822,0.05,824803683252,5147,1383,2379967
2016-01-26,616,388,6303850,0.582868,85768,25.4052176082,10494.1721944,10722,0.05,815837618261,4428,1443,1712609
2016-01-27,617,517,6329330,0.584655,122466,37.3915827235,10592.106572,15941,0.05,961076970132,5108,1459,2650359
2016-01-28,618,530,6616930,0.610622,50054,40.0640602689,9879.97152037,22055,0.04,918855419508,5046,1363,3043861
2016-01-29,619,428,6127640,0.564969,82072,27.9736330697,10465.0991839,12473,0.04,960866441066,4712,1445,1890687
2016-01-30,620,343,5602610,0.516054,40357,20.4054630517,9888.18338046,10077,0.035701817826,907000871834,4063,1367,1437059
