date,index,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,generatedCoins,activeAddresses,medianFee,averageDifficulty,paymentCount,blockCount,blockSize
2017-04-25,1071,2368,281316000,19.6,5148290,59.0379307659,5456.80284578,15115,0.01624168,7041790732.53,4864,699,48830873
2017-04-26,1072,2536,282326016,19.67,6027790,63.0730433922,5581.36070575,15510,0.01621984,6969980870.57,4344,716,46902017
2017-04-27,1073,2810,279099008,19.43,12843800,67.0484255855,5893.12837237,17819,0.01619748,6994222398.71,5506,757,55928256
2017-04-28,1074,2543,304527008,21.2,10457300,61.6639361209,5698.59766667,13731,0.01617512,7910309624.86,4808,733,48673434
2017-04-29,1075,2318,321539008,22.37,10461300,60.5983605575,5441.15595868,15355,0.01615328,7696251769.17,5635,701,53067055
2017-04-30,1076,2617,326961984,22.74,10910000,77.63077082,5743.54610832,17622,0.01613248,7672636582.21,6752,741,62147794
2017-05-01,1077,2503,341171008,23.72,14214000,71.8182519286,5310.33238547,16942,0.01610908,7637416382.24,6298,686,58666520
2017-05-02,1078,2468,327660000,22.77,7486110,59.9350537891,5558.98681978,14699,0.01608776,7326454301.61,5409,719,53011528
2017-05-03,1079,2670,331817984,23.05,12602800,64.5609616967,5659.61554173,16165,0.01606488,7416228149.6,5256,733,53100003
2017-05-04,1080,3007,362796992,25.19,13585800,89.3651560625,5627.70869845,20017,0.01604356,7627304214.93,6723,730,65304988
2017-05-05,1081,3566,376183008,26.11,24376200,90.0329168753,5489.12081861,20524,0.01602172,7637754873.13,7196,713,71587124
2017-05-06,1082,2655,410680992,28.5,14355000,60.775887814,5405.5894293,14554,0.01599832,7590811700.74,5142,703,51695539
2017-05-07,1083,3212,417648000,28.97,31328600,93.0564103177,5857.03724299,21735,0.01597648,7793357313.31,7985,763,74786435
2017-05-08,1084,3232,482431008,33.45,25549000,74.2518926831,5267.62282784,21740,0.01595412,8135140892.9,5807,687,61324701
2017-05-09,1085,3821,439752000,30.48,21083700,100.539550306,5540.44281921,32827,0.01593436,7686590082.98,8725,724,85944166
2017-05-10,1086,3185,411188992,28.49,12732500,69.03429236,5429.70484505,21446,0.01591096,7874714725.24,5219,710,57397936
2017-05-11,1087,2733,432297984,29.94,9288200,64.6727527551,5918.17044452,22432,0.0158886,8056467616.01,5423,775,56230688
2017-05-12,1088,2354,427788992,29.61,8023910,58.4544781026,5253.89584739,17426,0.01586624,8504899067.51,5005,689,49912188
2017-05-13,1089,1884,413129984,28.59,7213280,47.8989857,5519.93850319,11946,0.01584284,8326841400.92,4448,725,42069481
2017-05-14,1090,1911,412198016,28.51,7419170,54.2956104576,5307.8824138,14010,0.0158236,8091573325.87,5313,698,48098409
2017-05-15,1091,2430,412304992,28.51,8160330,66.24627744,5671.57202768,17112,0.01580332,7834815313.81,6200,747,57617504
2017-05-16,1092,2141,401220000,27.73,9801320,54.5512983603,5074.20952749,12541,0.01578148,8076965830.41,4727,669,45610117
2017-05-17,1093,2552,381592000,26.37,10576800,63.2029977965,5673.19969611,16012,0.01575912,7558812860.15,5264,749,52399108
2017-05-18,1094,3047,390684992,26.98,15586800,89.9103735264,5398.50810151,23782,0.01573988,7860195433.19,8326,714,76253478
2017-05-19,1095,2585,439024992,30.31,10692300,73.20859969,5445.8650284,20280,0.01571596,7879881599.2,6577,721,61876427
2017-05-20,1096,2864,460963008,31.82,23733000,86.11779066,5722.91481746,20450,0.01569256,8255761899.54,7782,759,71032811
2017-05-21,1097,2743,507840992,35.04,10952100,81.054347345,5369.88184938,21828,0.01567072,8745228864.06,7185,713,66808640
2017-05-22,1098,3437,504584000,34.8,28469700,90.11460121,5265.42422967,23900,0.01565148,8377919574.16,6971,700,70378505
2017-05-23,1099,4117,526641984,36.31,68629504,134.082260856,5148.95185864,32873,0.01563016,7985906444.37,11647,686,106175782
2017-05-24,1100,4352,817012992,56.31,95915696,126.263451559,5713.50585583,28513,0.01561196,7782219597.71,10121,762,96417457
2017-05-25,1101,4323,660745024,45.52,52485500,188.203548616,5419.21143077,46980,0.01558024,8464323447.45,18662,724,155073577
2017-05-26,1102,3756,578017024,39.81,24735300,114.274501582,5557.22372981,23042,0.01556776,8726990212.41,8569,743,82092042
2017-05-27,1103,2928,562313984,38.71,20990300,106.07163351,5258.68388814,16741,0.01554748,9170045129.59,5964,704,59074930
2017-05-28,1104,2282,485857984,33.43,19020300,62.8368610298,5572.51675578,14811,0.015522,9210255839.55,5787,747,53602359
2017-05-29,1105,3013,534431008,36.76,31360800,74.7655593612,5199.35521568,23120,0.01549808,9270330567.41,6203,698,62621457
2017-05-30,1106,3155,600460992,41.29,23048100,78.85709439,5259.17303223,20936,0.01547884,9064970394.06,7294,707,69704190
2017-05-31,1107,2799,579428992,39.83,15027900,158.119647325,5395.90426135,38100,0.01546376,9005711873.09,16687,727,130531704
2017-06-01,1108,2848,608921984,41.84,12849800,225.91536098,5359.43425909,80273,0.01544452,8755253002.22,24365,724,193781933
2017-06-02,1109,2243,636753984,43.74,9539580,65.64336355,5452.70827049,15287,0.01541904,8885355048.89,5126,736,49487189
2017-06-03,1110,2120,640641984,43.99,9819610,62.49249137,5341.25191247,15079,0.0153972,9465944117.74,6031,722,54408442
2017-06-04,1111,2192,616913984,42.34,9805040,80.864346748,5430.61655684,22149,0.01537848,9383449592.34,7480,735,65575100
2017-06-05,1112,2671,625054976,42.88,16780900,76.61099678,5585.22613313,17913,0.01535352,10026423421.8,6823,757,63023199
2017-06-06,1113,3370,705243008,48.37,34918400,102.23129016,4757.96963537,26492,0.01533324,10219247085.2,9343,646,85131059
2017-06-07,1114,4367,806489024,55.29,50623800,137.89798959,5316.37986522,34187,0.01531348,8921382389.06,13059,723,116246592
2017-06-08,1115,2997,771963008,52.91,14708500,75.1977811302,5510.79222445,17702,0.01529268,9122197593.76,6559,750,63393214
2017-06-09,1116,3068,819313024,56.13,11941600,87.10780518,5259.91620139,24585,0.01526824,10092130938.2,10152,717,87331405
2017-06-10,1117,2993,811670976,55.59,14465400,94.1646456284,5260.23632782,22213,0.01525108,9874949496.31,9315,718,81502521
2017-06-11,1118,2901,764939008,52.37,15485200,89.74039745,5136.49579277,22772,0.01522768,9309955483.92,8653,702,77012792
2017-06-12,1119,2936,863417984,59.09,25425000,136.70544899,5517.83389367,27509,0.01520844,10006468760,11868,756,98290193
2017-06-13,1120,3576,727974976,49.8,13362700,105.197183152,5358.20835413,23346,0.01518192,10030389559.8,9720,735,87849613
2017-06-14,1121,3138,760131968,51.98,12407600,103.750134372,4962.37253052,22540,0.01516424,10073739627.8,9656,682,84457975
2017-06-15,1122,3261,676380032,46.24,14252000,93.86446684,5288.76057686,21312,0.015145,9966536128.73,7974,727,74364062
2017-06-16,1123,2738,672697984,45.97,8711820,84.023154677,5137.31568009,19112,0.01512212,9908546704.09,7408,707,67297113
2017-06-17,1124,2987,705427008,48.19,15646500,78.8066025759,5210.71863844,17093,0.01510392,9625700906.58,6067,718,60460344
2017-06-18,1125,2613,739369984,50.49,10122000,67.544606,5319.73882929,16601,0.01508312,9560904201.78,6329,734,59385389
2017-06-19,1126,3123,726891008,49.62,12502400,87.3220936864,5304.62210777,21436,0.01506284,9589662338.85,7841,733,73184470
2017-06-20,1127,3253,718494976,49.03,15178600,92.90303603,5442.16844294,22020,0.01503892,10384884960,8098,753,75504960
2017-06-21,1128,2707,706158976,48.17,12133900,66.2291620684,5246.92676582,16136,0.01501864,10627234028,5708,727,56027336
2017-06-22,1129,2548,686350848,46.8,7443100,60.98310006,5145.93272984,14223,0.01499992,11182355475.5,5279,714,51905985
2017-06-23,1130,3085,696116032,47.45,11033000,93.4824079,5152.19272724,22243,0.01497548,11171541348.6,8885,716,79479594
2017-06-24,1131,2343,754764032,51.43,7786220,53.71038202,5038.69960166,15415,0.01495624,10643667882.7,4576,701,46441693
2017-06-25,1132,2769,702333696,47.84,9156060,65.06486554,5160.99690215,19536,0.01493596,10860420875.9,5820,719,58378256
2017-06-26,1133,3171,674032448,45.9,17033600,111.70126446,5129.6928554,28804,0.01491672,10495513645.6,12082,716,101681583
2017-06-27,1134,3082,638919488,43.49,12171600,86.9005345795,5402.89766243,25349,0.0148954,11257779857.3,8120,755,75706858
2017-06-28,1135,2759,643626752,43.8,10812600,87.1361351934,5073.58263029,21840,0.01487356,11552070733.1,8425,710,74613568
2017-06-29,1136,3195,691511872,47.04,11470500,77.81784948,5252.98779032,22143,0.01485328,11206874702.2,7860,736,73900395
2017-06-30,1137,2599,663056192,45.09,11338900,57.744761,4932.99948442,16272,0.01483248,11626062351.3,5457,692,53984621
2017-07-01,1138,2642,642897536,43.71,10673500,76.67451995,5437.25685285,19762,0.01481532,12197951932.9,7260,764,66223433
2017-07-02,1139,2468,602360768,40.94,12774300,56.3417457759,5068.52854643,13728,0.0147914,11845090026.7,4941,713,49158413
2017-07-03,1140,3086,625801664,42.51,13141000,93.3325484349,4909.55108817,25250,0.01476956,12287588975.8,9398,692,82970791
2017-07-04,1141,2697,641305280,43.55,14850800,66.32834521,5409.24292419,15952,0.0147524,12379958360.3,6043,763,57871753
2017-07-05,1142,2913,667352576,45.3,15243000,87.88484655,5185.46623002,23079,0.01473316,12922481380.3,9448,733,81861667
2017-07-06,1143,3407,677243968,45.96,23168300,110.637711999,5200.80854962,29694,0.01471288,13762331464.8,11899,736,102215855
2017-07-07,1144,2713,738662336,50.11,20324700,64.71027267,4765.35044028,17045,0.01469156,12974174394,5645,675,55799539
2017-07-08,1145,2284,651286016,44.17,15801900,48.2413988338,5337.6090817,14557,0.01466868,12830189757.7,4387,757,44941026
2017-07-09,1146,2482,688768512,46.69,12681200,72.01452846,5053.52193906,24955,0.01464892,14028539334.7,6801,718,64122712
2017-07-10,1147,3435,662644864,44.91,14633300,144.594535254,5027.26636029,40919,0.0146328,13967775475.7,16807,717,134504313
2017-07-11,1148,3187,594107776,40.25,17988200,74.82441019,5005.95164768,19701,0.01461148,13955086240.5,5876,713,61021880
2017-07-12,1149,2733,544764992,36.89,15785600,69.25664094,5195.27862334,16950,0.01459016,14036734452.2,6396,741,60652077
2017-07-13,1150,2557,597276800,40.43,9969180,78.37737383,5046.45057962,23994,0.01457092,13693609522.3,8574,721,74764303
2017-07-14,1151,2512,562680320,38.08,9558140,68.0920381,5067.30694976,22082,0.01455064,14583222115.4,8948,725,76407079
2017-07-15,1152,2321,525794272,35.57,9718770,73.72932574,4837.37756387,18338,0.01453088,13803888081.7,7890,693,67500094
2017-07-16,1153,2487,472680576,31.97,12434100,72.55890929,5298.41635428,18013,0.01450904,14145171349.1,7327,760,65043774
2017-07-17,1154,2624,435925280,29.47,13708900,79.1462659278,4684.68994856,20397,0.01449084,15025299972.3,8227,673,72361730
2017-07-18,1155,2382,516216512,34.89,9949120,75.37152753,5380.23597362,20957,0.0144716,14154647535.3,8083,774,69966145
2017-07-19,1156,2859,539762496,36.47,6994230,87.38256401,4921.66437065,22546,0.01445184,14840527426,8830,709,77694317
2017-07-20,1157,2928,516643296,34.89,14905700,87.49571066,4866.74296864,26249,0.01442948,14904740781.6,9115,702,80968525
2017-07-21,1158,2760,600572992,40.55,9572580,82.2051190161,5315.83566187,20961,0.0144092,15477825191.3,8889,768,76902521
2017-07-22,1159,2244,596296896,40.25,9028920,62.90211098,4743.24953644,15844,0.01438944,15581095509.5,6607,686,58485407
2017-07-23,1160,2215,661580672,44.64,8634060,56.80957528,4986.46859155,16616,0.01437072,15226191876.8,6458,722,57862376
2017-07-24,1161,2772,632492864,42.66,12102100,77.84734323,5033.25011194,21006,0.01434992,15538759376.1,8249,730,73184988
2017-07-25,1162,2751,675619648,45.55,12706300,79.3260457,4895.25954121,22361,0.01433068,15841648628.3,9132,711,78884140
2017-07-26,1163,3148,604268544,40.73,26033100,86.03810294,5239.59784597,21848,0.01430988,16073562005.5,8255,762,76446034
2017-07-27,1164,3132,681502208,45.92,15960700,98.48450975,5009.34097247,28428,0.0142922,16913508907.6,10316,730,90569129
2017-07-28,1165,2977,672367744,45.29,18694500,69.75457791,4683.74183284,25371,0.01427088,17025493792.6,7254,683,70145681
2017-07-29,1166,2482,648883968,43.69,7053810,58.67371952,5013.73567099,17155,0.01425008,16271089287.9,5901,732,56281770
2017-07-30,1167,2650,652926720,43.95,11709500,58.51675119,4719.17065432,15085,0.01423084,16284769839,5563,690,54553117
2017-07-31,1168,3210,589539968,39.67,13138500,66.15514945,5095.60712326,18364,0.01421056,16482710853,6124,746,62174072
2017-08-01,1169,2624,592886400,39.88,17363300,56.2024567,4829.26016283,14652,0.01419288,16415881632.9,5279,708,52477829
2017-08-02,1170,3312,655515136,44.08,8111580,77.08654844,4875.35977836,21426,0.01417208,16098836166.2,7247,716,70671977
2017-08-03,1171,3155,651542848,43.8,8262040,78.00195645,4849.57192524,21433,0.01415336,16443253958.7,8100,713,75297208
2017-08-04,1172,2947,645207744,43.36,7794340,75.0037072575,4904.58946918,16422,0.01413464,16158329401.4,5462,722,56167812
2017-08-05,1173,3100,672540608,45.18,12131400,85.1869374,5025.23802207,22425,0.01411696,16078347512.3,8526,741,77758628
2017-08-06,1174,3038,723258048,48.57,8254240,68.61222843,4585.37829056,18032,0.0140946,15506550393.7,6891,677,66124332
